model_id,error,n_unique_reactions,n_unique_compounds,n_reactions_with_direction_gc,n_reactions_with_direction_eq,n_reactions_with_direction_dgpms,n_reactions_with_direction_graded,n_reactions_with_direction_graded_trusted,n_reactions_with_direction_graded_heldout,fba_n_overrides_implicit,fba_n_bounds_changed_implicit,fba_status_implicit,fba_growth_flux_implicit,fba_grows_implicit,fba_n_overrides_gc,fba_n_bounds_changed_gc,fba_status_gc,fba_growth_flux_gc,fba_grows_gc,fba_n_overrides_eq,fba_n_bounds_changed_eq,fba_status_eq,fba_growth_flux_eq,fba_grows_eq,fba_n_overrides_dgpms,fba_n_bounds_changed_dgpms,fba_status_dgpms,fba_growth_flux_dgpms,fba_grows_dgpms,fba_n_overrides_graded,fba_n_bounds_changed_graded,fba_status_graded,fba_growth_flux_graded,fba_grows_graded,fba_n_overrides_graded_trusted,fba_n_bounds_changed_graded_trusted,fba_status_graded_trusted,fba_growth_flux_graded_trusted,fba_grows_graded_trusted,fba_n_overrides_graded_heldout,fba_n_bounds_changed_graded_heldout,fba_status_graded_heldout,fba_growth_flux_graded_heldout,fba_grows_graded_heldout
GCF_000241935.1,,130,124,116,91,119,120,108,120,0,0,optimal,71.95098698766387,True,116,37,optimal,103.4382887169522,True,91,19,optimal,53.96324024074798,True,119,36,optimal,62.06297323017114,True,120,34,optimal,58.39075090505662,True,108,25,optimal,58.390750905056606,True,120,34,optimal,58.39075090505662,True
GCF_000242255.2,,133,128,119,97,121,122,111,122,0,0,optimal,52.37677055308141,True,119,41,optimal,79.16883281389755,True,97,20,optimal,43.19747726732767,True,121,42,optimal,62.062973230170975,True,122,37,optimal,62.062973230170826,True,111,29,optimal,62.06297323017082,True,122,38,optimal,62.062973230170826,True
GCF_000242335.1,,84,97,72,55,75,76,71,76,0,0,optimal,0.0,False,72,20,optimal,0.0,False,55,10,optimal,0.0,False,75,25,optimal,0.0,False,76,23,optimal,0.0,False,71,19,optimal,0.0,False,76,23,optimal,0.0,False
GCF_000242455.2,,152,141,136,110,138,139,121,139,0,0,optimal,69.07665238753653,True,136,51,optimal,121.901170657577,True,110,27,optimal,49.340465991097005,True,138,52,optimal,75.34505343578827,True,139,48,optimal,53.81789531127718,True,121,34,optimal,53.817895311277326,True,139,49,optimal,53.81789531127718,True
GCF_000242595.2,,99,107,92,73,95,96,92,96,0,0,optimal,30.70451509894514,True,92,32,optimal,41.375315486780565,True,73,17,optimal,17.11650261925291,True,95,32,optimal,17.11650261925292,True,96,30,optimal,17.116502619252913,True,92,26,optimal,17.116502619252913,True,96,30,optimal,17.116502619252913,True
GCF_000242635.2,,144,132,128,102,131,132,121,132,0,0,optimal,63.357905641071284,True,128,44,optimal,96.37780097984256,True,102,24,optimal,53.96324024074813,True,131,42,optimal,58.3907509050566,True,132,41,optimal,58.390750905056684,True,121,32,optimal,58.39075090505678,True,132,41,optimal,58.390750905056684,True
GCF_000242775.1,,131,125,117,92,120,121,109,121,0,0,optimal,71.95098698766387,True,117,38,optimal,103.4382887169522,True,92,19,optimal,53.96324024074798,True,120,36,optimal,62.06297323017114,True,121,34,optimal,58.39075090505662,True,109,25,optimal,58.390750905056606,True,121,34,optimal,58.39075090505662,True
GCF_000242855.2,,156,137,143,115,146,147,134,147,0,0,optimal,60.95058532878777,True,143,49,optimal,101.58430888131295,True,115,28,optimal,40.6337235525256,True,146,51,optimal,40.633723552525176,True,147,48,optimal,40.633723552525524,True,134,38,optimal,40.63372355252516,True,147,48,optimal,40.633723552525524,True
GCF_000242895.2,,167,137,148,124,153,154,135,154,0,0,optimal,81.09450129376914,True,148,58,optimal,105.79972957589068,True,124,33,optimal,60.95058532878777,True,153,58,optimal,60.95058532878837,True,154,55,optimal,60.9505853287878,True,135,41,optimal,60.950585328787454,True,154,55,optimal,60.95058532878781,True
GCF_000242935.2,,131,130,116,91,119,120,109,120,0,0,optimal,59.70517584169375,True,116,40,optimal,100.09108288542572,True,91,20,optimal,60.950585328787724,True,119,41,optimal,74.82656604987466,True,120,38,optimal,73.93199457893581,True,109,28,optimal,73.37039197143348,True,120,39,optimal,73.93199457893581,True
GCF_000243075.1,,147,139,125,101,129,130,115,130,0,0,optimal,49.46528031974356,True,125,44,optimal,97.31791817509452,True,101,23,optimal,38.92716727003764,True,129,44,optimal,53.449163609671416,True,130,41,optimal,53.449163609671515,True,115,30,optimal,53.44916360967148,True,130,42,optimal,53.449163609671515,True
GCF_000243115.2,,137,133,121,94,124,125,111,125,0,0,optimal,0.0,False,121,43,optimal,0.0,False,94,20,optimal,0.0,False,124,42,optimal,0.0,False,125,40,optimal,0.0,False,111,28,optimal,0.0,False,125,40,optimal,0.0,False
GCF_000243135.2,,130,124,110,89,116,117,102,117,0,0,optimal,16.757913505705236,True,110,36,optimal,40.944759377885354,True,89,18,optimal,19.01353954150751,True,116,39,optimal,19.01353954150752,True,117,36,optimal,19.013539541507516,True,102,27,optimal,19.01353954150753,True,117,36,optimal,19.013539541507516,True
GCF_000243155.2,,134,130,115,93,121,122,107,122,0,0,optimal,0.0,False,115,38,optimal,0.0,False,93,19,optimal,0.0,False,121,40,optimal,0.0,False,122,37,optimal,0.0,False,107,28,optimal,0.0,False,122,37,optimal,0.0,False
GCF_000244875.1,,99,108,92,75,94,95,90,95,0,0,optimal,0.0,False,92,26,optimal,0.0,False,75,13,optimal,0.0,False,94,26,optimal,0.0,False,95,24,optimal,0.0,False,90,20,optimal,0.0,False,95,25,optimal,0.0,False
GCF_000245355.1,,157,135,142,117,144,145,129,145,0,0,optimal,76.11305833685248,True,142,48,optimal,103.43828871695173,True,117,27,optimal,57.08479375264059,True,144,51,optimal,82.75063097356237,True,145,47,optimal,62.062973230170904,True,129,35,optimal,62.06297323017097,True,145,48,optimal,62.062973230170904,True
GCF_000245495.1,,144,122,131,106,134,135,119,135,0,0,optimal,0.0,False,131,48,optimal,0.0,False,106,22,optimal,0.0,False,134,45,optimal,0.0,False,135,43,optimal,0.0,False,119,30,optimal,0.0,False,135,42,optimal,0.0,False
GCF_000245515.1,,177,151,156,133,163,164,139,164,0,0,optimal,81.09450129376937,True,156,58,optimal,109.95680896543844,True,133,36,optimal,60.950585328787476,True,163,63,optimal,81.26744710504997,True,164,58,optimal,81.26744710505056,True,139,40,optimal,81.26744710505037,True,164,59,optimal,81.26744710505056,True
GCF_000245535.1,,169,145,149,125,156,157,136,157,0,0,optimal,81.09450129376923,True,149,53,optimal,109.95680896543838,True,125,31,optimal,60.95058532878781,True,156,57,optimal,82.75063097356117,True,157,52,optimal,81.26744710505089,True,136,38,optimal,81.26744710505079,True,157,53,optimal,81.26744710505089,True
GCF_000246835.1,,76,88,74,58,75,76,74,76,0,0,optimal,29.597083799333156,True,74,18,optimal,29.597083799333383,True,58,8,optimal,14.27524747033693,True,75,18,optimal,14.566721959515446,True,76,17,optimal,14.27524747033693,True,74,15,optimal,14.27524747033693,True,76,17,optimal,14.27524747033693,True
GCF_000246855.1,,143,132,128,101,130,131,119,131,0,0,optimal,43.07372369326168,True,128,44,optimal,81.88951875577035,True,101,25,optimal,37.42823136635513,True,130,43,optimal,40.633723552525176,True,131,42,optimal,40.633723552525176,True,119,31,optimal,40.63372355252518,True,131,42,optimal,40.633723552525176,True
GCF_000246985.2,,68,80,59,43,62,62,60,62,0,0,optimal,0.0,False,59,18,optimal,0.0,False,43,6,optimal,0.0,False,62,16,optimal,0.0,False,62,15,optimal,0.0,False,60,14,optimal,0.0,False,62,14,optimal,0.0,False
GCF_000247565.1,,76,89,70,50,71,72,65,72,0,0,optimal,0.0,False,70,22,optimal,0.0,False,50,7,optimal,0.0,False,71,22,optimal,0.0,False,72,20,optimal,0.0,False,65,14,optimal,0.0,False,72,20,optimal,0.0,False
GCF_000247605.1,,103,112,90,73,95,96,89,96,0,0,optimal,0.0,False,90,26,optimal,0.0,False,73,15,optimal,0.0,False,95,27,optimal,0.0,False,96,24,optimal,0.0,False,89,21,optimal,0.0,False,96,25,optimal,0.0,False
GCF_000247715.1,,158,133,141,115,144,145,128,145,0,0,optimal,79.94079072541737,True,141,49,optimal,142.74043648852268,True,115,28,optimal,65.97408537926292,True,144,53,optimal,109.63595641709695,True,145,49,optimal,86.93412675212231,True,128,36,optimal,86.93412675212598,True,145,50,optimal,86.93412675212231,True
GCF_000248095.2,,103,106,96,78,98,99,91,99,0,0,optimal,0.0,False,96,30,optimal,0.0,False,78,16,optimal,0.0,False,98,32,optimal,40.25132930015011,True,99,30,optimal,40.251329300150196,True,91,24,optimal,40.251329300150196,True,99,30,optimal,40.251329300150196,True
GCF_000248375.2,,129,126,116,91,118,119,107,119,0,0,optimal,69.1971546130023,True,116,38,optimal,103.43828871695142,True,91,19,optimal,53.28483229487112,True,118,37,optimal,57.59727219318886,True,119,34,optimal,57.59727219318894,True,107,25,optimal,57.59727219318894,True,119,34,optimal,57.59727219318894,True
GCF_000248415.1,,108,110,96,75,99,100,91,100,0,0,optimal,42.46367444969256,True,96,29,optimal,43.25637447562451,True,75,15,optimal,36.740324894693025,True,99,35,optimal,36.74032489469298,True,100,31,optimal,36.740324894693195,True,91,24,optimal,36.740324894692975,True,100,32,optimal,36.740324894693195,True
GCF_000248435.1,,108,110,96,75,99,100,91,100,0,0,optimal,42.46367444969256,True,96,29,optimal,43.25637447562451,True,75,15,optimal,36.740324894693025,True,99,35,optimal,36.74032489469298,True,100,31,optimal,36.740324894693195,True,91,24,optimal,36.740324894692975,True,100,32,optimal,36.740324894693195,True
GCF_000250635.1,,99,110,90,71,92,93,89,93,0,0,optimal,0.0,False,90,27,optimal,0.0,False,71,15,optimal,0.0,False,92,26,optimal,0.0,False,93,24,optimal,0.0,False,89,21,optimal,0.0,False,93,24,optimal,0.0,False
GCF_000250655.1,,150,129,134,109,136,137,120,137,0,0,optimal,55.282164775862796,True,134,53,optimal,84.63978366071318,True,109,29,optimal,54.65308800574163,True,136,52,optimal,60.950585328787696,True,137,50,optimal,60.950585328787895,True,120,35,optimal,60.9505853287878,True,137,50,optimal,60.950585328787895,True
GCF_000250675.2,,159,136,143,119,147,148,130,148,0,0,optimal,47.73505018408199,True,143,51,optimal,132.66482825595557,True,119,31,optimal,59.994948425342706,True,147,54,optimal,85.96165257207491,True,148,50,optimal,77.9335270656913,True,130,35,optimal,75.80535958092088,True,148,51,optimal,77.9335270656913,True
GCF_000250855.1,,156,141,140,115,143,144,129,144,0,0,optimal,77.85433454007548,True,140,50,optimal,103.43828871695105,True,115,27,optimal,59.64321429210461,True,143,50,optimal,62.062973230170904,True,144,46,optimal,62.06297323016975,True,129,35,optimal,62.06297323016962,True,144,47,optimal,62.06297323016975,True
GCF_000250905.1,,86,94,83,65,85,86,83,86,0,0,optimal,0.0,False,83,27,optimal,0.0,False,65,16,optimal,0.0,False,85,28,optimal,0.0,False,86,26,optimal,0.0,False,83,23,optimal,0.0,False,86,27,optimal,0.0,False
GCF_000250925.1,,86,94,83,65,85,86,83,86,0,0,optimal,0.0,False,83,27,optimal,0.0,False,65,16,optimal,0.0,False,85,28,optimal,0.0,False,86,26,optimal,0.0,False,83,23,optimal,0.0,False,86,27,optimal,0.0,False
GCF_000250945.1,,92,99,88,68,90,91,86,91,0,0,optimal,0.0,False,88,30,optimal,0.0,False,68,15,optimal,0.0,False,90,30,optimal,0.0,False,91,28,optimal,0.0,False,86,23,optimal,0.0,False,91,29,optimal,0.0,False
GCF_000251085.2,,81,91,77,60,80,81,79,81,0,0,optimal,0.0,False,77,23,optimal,0.0,False,60,12,optimal,0.0,False,80,24,optimal,0.0,False,81,22,optimal,0.0,False,79,20,optimal,0.0,False,81,23,optimal,0.0,False
GCF_000251105.1,,83,109,75,59,78,78,69,78,0,0,optimal,0.0,False,75,23,optimal,0.0,False,59,14,optimal,0.0,False,78,28,optimal,0.0,False,78,26,optimal,0.0,False,69,21,optimal,0.0,False,78,26,optimal,0.0,False
GCF_000252365.1,,71,95,62,43,64,64,59,64,0,0,optimal,0.0,False,62,17,optimal,0.0,False,43,8,optimal,0.0,False,64,19,optimal,0.0,False,64,17,optimal,0.0,False,59,14,optimal,0.0,False,64,17,optimal,0.0,False
GCF_000252445.1,,140,128,128,102,130,131,116,131,0,0,optimal,35.71813817061709,True,128,42,optimal,58.390750905056684,True,102,25,optimal,17.98774674691603,True,130,44,optimal,37.61894640616759,True,131,43,optimal,37.61894640616804,True,116,30,optimal,37.61894640616807,True,131,43,optimal,37.61894640616804,True
GCF_000252855.1,,94,105,86,66,88,89,85,89,0,0,optimal,0.0,False,86,27,optimal,41.854424982978635,True,66,13,optimal,21.134745627485295,True,88,26,optimal,22.829686354354106,True,89,25,optimal,22.82968635435405,True,85,21,optimal,22.829686354354028,True,89,25,optimal,22.82968635435405,True
GCF_000252875.1,,174,149,154,130,161,162,141,162,0,0,optimal,81.0945012937691,True,154,56,optimal,109.95680896543826,True,130,34,optimal,60.95058532878767,True,161,60,optimal,82.75063097356117,True,162,55,optimal,81.2674471050502,True,141,41,optimal,81.26744710505,True,162,56,optimal,81.2674471050502,True
GCF_000252975.1,,113,111,103,82,106,107,99,107,0,0,optimal,0.0,False,103,36,optimal,0.0,False,82,19,optimal,0.0,False,106,39,optimal,0.0,False,107,35,optimal,0.0,False,99,29,optimal,0.0,False,107,35,optimal,0.0,False
GCF_000252995.1,,172,147,152,128,159,160,139,160,0,0,optimal,81.09450129376923,True,152,53,optimal,109.95680896543838,True,128,33,optimal,60.950585328787845,True,159,58,optimal,82.75063097356102,True,160,53,optimal,81.26744710505017,True,139,39,optimal,81.2674471050503,True,160,54,optimal,81.26744710505017,True
GCF_000253015.1,,83,94,76,56,77,78,70,78,0,0,optimal,22.740628391000143,True,76,22,optimal,22.753239492472726,True,56,8,optimal,22.74062839100013,True,77,24,optimal,22.753239492472737,True,78,22,optimal,22.753239492472723,True,70,15,optimal,22.74062839100013,True,78,22,optimal,22.753239492472723,True
GCF_000253035.1,,119,127,102,80,105,106,99,106,0,0,optimal,41.18107317876724,True,102,28,optimal,59.18251044363426,True,80,16,optimal,31.46952451908583,True,105,33,optimal,36.703813985070866,True,106,29,optimal,33.70512899374217,True,99,26,optimal,33.70512899374217,True,106,30,optimal,33.70512899374217,True
GCF_000253055.1,,105,116,90,75,94,94,85,94,0,0,optimal,0.0,False,90,28,optimal,0.0,False,75,16,optimal,0.0,False,94,31,optimal,0.0,False,94,28,optimal,0.0,False,85,23,optimal,0.0,False,94,27,optimal,0.0,False
GCF_000253075.1,,64,74,62,46,63,64,60,64,0,0,optimal,0.0,False,62,18,optimal,0.0,False,46,8,optimal,0.0,False,63,18,optimal,0.0,False,64,17,optimal,0.0,False,60,13,optimal,0.0,False,64,17,optimal,0.0,False
GCF_000253135.1,,143,122,130,105,133,134,118,134,0,0,optimal,0.0,False,130,48,optimal,0.0,False,105,22,optimal,0.0,False,133,45,optimal,0.0,False,134,43,optimal,0.0,False,118,30,optimal,0.0,False,134,42,optimal,0.0,False
GCF_000253155.1,,78,90,74,57,77,78,76,78,0,0,optimal,0.0,False,74,22,optimal,0.0,False,57,11,optimal,0.0,False,77,24,optimal,0.0,False,78,22,optimal,0.0,False,76,20,optimal,0.0,False,78,23,optimal,0.0,False
GCF_000253175.1,,167,148,148,126,154,155,137,155,0,0,optimal,77.85433454007533,True,148,53,optimal,103.43828871695155,True,126,31,optimal,59.64321429210463,True,154,56,optimal,62.06297323017075,True,155,51,optimal,62.062973230170904,True,137,39,optimal,62.06297323017089,True,155,51,optimal,62.06297323017089,True
GCF_000253195.1,,104,110,92,73,96,97,92,97,0,0,optimal,0.0,False,92,30,optimal,0.0,False,73,18,optimal,0.0,False,96,29,optimal,0.0,False,97,28,optimal,0.0,False,92,24,optimal,0.0,False,97,29,optimal,0.0,False
GCF_000253215.1,,114,116,100,79,103,104,94,104,0,0,optimal,0.0,False,100,33,optimal,60.4388203723721,True,79,14,optimal,0.0,False,103,33,optimal,34.23300523850632,True,104,30,optimal,34.23300523850632,True,94,22,optimal,34.23300523850578,True,104,31,optimal,34.23300523850632,True
GCF_000253255.1,,160,139,140,116,143,144,128,144,0,0,optimal,71.72696413831113,True,140,54,optimal,112.61726272481246,True,116,28,optimal,56.00490851909376,True,143,53,optimal,81.05150823348241,True,144,49,optimal,60.78863117511166,True,128,37,optimal,60.78863117511196,True,144,49,optimal,60.78863117511166,True
GCF_000253275.1,,109,117,98,79,100,101,94,101,0,0,optimal,21.7132927964252,True,98,36,optimal,44.254585249187876,True,79,19,optimal,22.165155566421454,True,100,35,optimal,25.288334428107692,True,101,33,optimal,25.288334428107557,True,94,27,optimal,24.016435407406718,True,101,33,optimal,25.288334428107557,True
GCF_000253295.1,,154,141,133,108,136,137,120,137,0,0,optimal,39.803450561129175,True,133,48,optimal,118.62528881021206,True,108,28,optimal,39.80345056112909,True,136,50,optimal,59.70517584169371,True,137,46,optimal,39.803450561129154,True,120,33,optimal,39.803450561129175,True,137,46,optimal,39.803450561129154,True
GCF_000253315.1,,80,93,76,59,79,80,76,80,0,0,optimal,0.0,False,76,21,optimal,14.747669223052231,True,59,9,optimal,0.0,False,79,22,optimal,0.0,False,80,20,optimal,0.0,False,76,16,optimal,0.0,False,80,21,optimal,0.0,False
GCF_000253335.1,,80,94,75,58,78,79,75,79,0,0,optimal,29.597083799333436,True,75,21,optimal,29.597083799333166,True,58,9,optimal,14.275247470336938,True,78,22,optimal,16.99450895276803,True,79,20,optimal,16.654455382059723,True,75,16,optimal,16.654455382059723,True,79,21,optimal,16.654455382059723,True
GCF_000253355.1,,144,129,129,107,133,134,117,134,0,0,optimal,29.402057703008253,True,129,44,optimal,68.88399956000353,True,107,27,optimal,32.54156982159909,True,133,49,optimal,34.93788480804673,True,134,47,optimal,34.937884808046945,True,117,32,optimal,34.93788480804684,True,134,48,optimal,34.937884808046945,True
GCF_000253375.1,,145,129,130,108,134,135,118,135,0,0,optimal,29.402057703008325,True,130,45,optimal,68.88399956000319,True,108,28,optimal,32.541569821599104,True,134,50,optimal,34.9378848080467,True,135,48,optimal,34.93788480804696,True,118,33,optimal,34.937884808046896,True,135,49,optimal,34.93788480804696,True
GCF_000253395.1,,80,93,76,59,78,79,75,79,0,0,optimal,29.59708379933325,True,76,22,optimal,31.251855578924893,True,59,9,optimal,14.275247470336938,True,78,22,optimal,17.78307950654801,True,79,20,optimal,17.435396190610085,True,75,16,optimal,17.435396190610085,True,79,21,optimal,17.435396190610085,True
GCF_000255115.2,,135,132,114,94,119,120,106,120,0,0,optimal,0.0,False,114,36,optimal,0.0,False,94,22,optimal,0.0,False,119,40,optimal,0.0,False,120,36,optimal,0.0,False,106,27,optimal,0.0,False,120,37,optimal,0.0,False
GCF_000255135.1,,93,108,85,69,87,88,85,88,0,0,optimal,0.0,False,85,27,optimal,0.0,False,69,13,optimal,0.0,False,87,26,optimal,0.0,False,88,25,optimal,0.0,False,85,22,optimal,0.0,False,88,24,optimal,0.0,False
GCF_000255155.1,,128,120,114,89,117,118,106,118,0,0,optimal,71.95098698766387,True,114,37,optimal,103.4382887169522,True,89,18,optimal,53.96324024074798,True,117,35,optimal,62.06297323017114,True,118,33,optimal,58.39075090505662,True,106,24,optimal,58.390750905056606,True,118,33,optimal,58.39075090505662,True
GCF_000255175.1,,134,130,120,95,123,124,112,124,0,0,optimal,71.95098698766387,True,120,37,optimal,103.43828871695155,True,95,19,optimal,53.96324024074798,True,123,36,optimal,62.06297323017091,True,124,34,optimal,58.39075090505662,True,112,25,optimal,58.390750905056606,True,124,34,optimal,58.39075090505662,True
GCF_000255195.1,,131,125,117,92,120,121,109,121,0,0,optimal,71.95098698766387,True,117,38,optimal,103.4382887169522,True,92,19,optimal,53.96324024074798,True,120,36,optimal,62.06297323017114,True,121,34,optimal,58.39075090505662,True,109,25,optimal,58.390750905056606,True,121,34,optimal,58.39075090505662,True
GCF_000255215.1,,131,126,117,92,120,121,109,121,0,0,optimal,71.95098698766387,True,117,37,optimal,103.43828871695155,True,92,19,optimal,53.96324024074798,True,120,36,optimal,62.06297323017091,True,121,34,optimal,58.39075090505662,True,109,25,optimal,58.390750905056606,True,121,34,optimal,58.39075090505662,True
GCF_000255235.1,,130,124,116,91,119,120,108,120,0,0,optimal,71.95098698766387,True,116,37,optimal,103.4382887169522,True,91,19,optimal,53.96324024074798,True,119,36,optimal,62.06297323017114,True,120,34,optimal,58.39075090505662,True,108,25,optimal,58.390750905056606,True,120,34,optimal,58.39075090505662,True
GCF_000255255.1,,131,125,117,92,120,121,109,121,0,0,optimal,71.95098698766387,True,117,38,optimal,103.4382887169522,True,92,19,optimal,53.96324024074798,True,120,36,optimal,62.06297323017114,True,121,34,optimal,58.39075090505662,True,109,25,optimal,58.390750905056606,True,121,34,optimal,58.39075090505662,True
GCF_000255275.1,,126,117,113,88,115,116,104,116,0,0,optimal,71.95098698766387,True,113,36,optimal,103.4382887169522,True,88,18,optimal,53.96324024074798,True,115,35,optimal,62.06297323017114,True,116,33,optimal,58.39075090505662,True,104,24,optimal,58.390750905056606,True,116,33,optimal,58.39075090505662,True
GCF_000255295.1,,136,136,125,103,127,128,117,128,0,0,optimal,69.83569407077485,True,125,44,optimal,113.07548353903556,True,103,25,optimal,57.08479375264025,True,127,47,optimal,82.75063097356112,True,128,41,optimal,62.06297323017101,True,117,34,optimal,62.06297323017084,True,128,42,optimal,62.06297323017101,True
GCF_000255535.1,,174,146,156,132,160,161,142,161,0,0,optimal,81.09450129376923,True,156,58,optimal,109.95680896543855,True,132,31,optimal,60.95058532878777,True,160,58,optimal,87.96544717235022,True,161,53,optimal,81.2674471050506,True,142,39,optimal,81.26744710505073,True,161,53,optimal,81.2674471050506,True
GCF_000255915.1,,127,124,113,90,116,117,105,117,0,0,optimal,71.49884240331656,True,113,38,optimal,96.78921148733075,True,90,21,optimal,53.96324024074793,True,116,39,optimal,58.39075090505656,True,117,35,optimal,58.39075090505665,True,105,28,optimal,58.39075090505665,True,117,36,optimal,58.39075090505665,True
GCF_000255935.1,,121,122,109,87,111,112,102,112,0,0,optimal,67.13246923563874,True,109,33,optimal,92.98917420033953,True,87,18,optimal,53.284832294871116,True,111,34,optimal,57.59727219318889,True,112,31,optimal,57.59727219318866,True,102,24,optimal,57.59727219318864,True,112,31,optimal,57.59727219318866,True
GCF_000255955.1,,85,95,74,51,76,77,73,77,0,0,optimal,13.700078967255145,True,74,21,optimal,14.812124494128964,True,51,7,optimal,12.276611704276041,True,76,21,optimal,13.162106610957636,True,77,21,optimal,13.162106610957636,True,73,17,optimal,13.162106610957636,True,77,21,optimal,13.162106610957636,True
GCF_000257275.1,,177,150,156,133,164,164,139,164,0,0,optimal,81.09450129376937,True,156,58,optimal,109.9568089654387,True,133,37,optimal,60.95058532878776,True,164,63,optimal,81.26744710504958,True,164,58,optimal,81.26744710505024,True,139,40,optimal,81.26744710505031,True,164,59,optimal,81.26744710505024,True
GCF_000257545.3,,174,141,151,122,155,156,135,156,0,0,optimal,87.21121348365845,True,151,55,optimal,101.74071582054539,True,122,28,optimal,65.97408537926302,True,155,56,optimal,82.7506309735612,True,156,51,optimal,65.9740853792634,True,135,35,optimal,65.97408537926286,True,156,51,optimal,65.97408537926331,True
GCF_000258025.1,,178,151,157,134,164,165,140,165,0,0,optimal,81.0945012937693,True,157,60,optimal,109.95680896543826,True,134,38,optimal,60.95058532878783,True,164,64,optimal,81.26744710505035,True,165,59,optimal,60.95058532878778,True,140,41,optimal,60.95058532878776,True,165,60,optimal,60.95058532878778,True
GCF_000258145.1,,178,151,157,134,164,165,140,165,0,0,optimal,81.09450129376937,True,157,59,optimal,109.95680896543847,True,134,37,optimal,60.95058532878778,True,164,64,optimal,81.26744710505055,True,165,59,optimal,81.26744710505045,True,140,41,optimal,81.2674471050499,True,165,60,optimal,81.26744710505045,True
GCF_000258245.1,,128,119,115,93,118,119,104,119,0,0,optimal,14.288975233990802,True,115,44,optimal,34.71179663052588,True,93,25,optimal,14.59491272424628,True,118,44,optimal,17.880355389943713,True,119,44,optimal,17.880355389943727,True,104,31,optimal,17.880355389943727,True,119,43,optimal,17.880355389943727,True
GCF_000258365.1,,174,149,154,130,161,162,141,162,0,0,optimal,81.0945012937691,True,154,56,optimal,109.95680896543826,True,130,34,optimal,60.95058532878767,True,161,60,optimal,82.75063097356117,True,162,55,optimal,81.2674471050502,True,141,41,optimal,81.26744710505,True,162,56,optimal,81.2674471050502,True
GCF_000258385.1,,123,122,111,89,113,114,104,114,0,0,optimal,68.9769773661456,True,111,35,optimal,103.43828871695182,True,89,19,optimal,55.03123022315159,True,113,35,optimal,62.06297323017085,True,114,32,optimal,59.64321429210436,True,104,25,optimal,59.6432142921044,True,114,32,optimal,59.64321429210436,True
GCF_000258405.1,,119,122,104,83,106,107,98,107,0,0,optimal,0.0,False,104,36,optimal,0.0,False,83,21,optimal,0.0,False,106,38,optimal,0.0,False,107,36,optimal,0.0,False,98,28,optimal,0.0,False,107,36,optimal,0.0,False
GCF_000258425.1,,56,72,48,32,50,50,46,50,0,0,optimal,0.0,False,48,15,optimal,0.0,False,32,5,optimal,0.0,False,50,15,optimal,0.0,False,50,14,optimal,0.0,False,46,11,optimal,0.0,False,50,14,optimal,0.0,False
GCF_000258535.2,,153,130,137,112,139,140,123,140,0,0,optimal,55.282164775862796,True,137,53,optimal,105.79972957589244,True,112,29,optimal,54.653088005742475,True,139,52,optimal,60.9505853287877,True,140,50,optimal,60.950585328787,True,123,35,optimal,60.9505853287878,True,140,50,optimal,60.950585328787,True
GCF_000258885.1,,162,138,146,118,149,150,135,150,0,0,optimal,81.09450129376918,True,146,54,optimal,108.66765844016219,True,118,30,optimal,60.95058532878754,True,149,54,optimal,64.53592930304056,True,150,52,optimal,64.53592930304019,True,135,39,optimal,64.53592930304053,True,150,52,optimal,64.53592930304062,True
GCF_000258905.1,,113,111,103,82,106,107,99,107,0,0,optimal,0.0,False,103,36,optimal,0.0,False,82,19,optimal,0.0,False,106,39,optimal,0.0,False,107,35,optimal,0.0,False,99,29,optimal,0.0,False,107,35,optimal,0.0,False
GCF_000259155.4,,130,126,117,92,119,120,108,120,0,0,optimal,71.95098698766395,True,117,39,optimal,103.43828871695142,True,92,20,optimal,55.03123022315161,True,119,38,optimal,62.06297323017079,True,120,35,optimal,59.643214292104645,True,108,26,optimal,59.643214292104645,True,120,35,optimal,59.643214292104645,True
GCF_000259175.1,,160,138,144,120,148,149,132,149,0,0,optimal,80.49020110713492,True,144,55,optimal,109.95680896543865,True,120,30,optimal,60.95058532878765,True,148,56,optimal,87.96544717235071,True,149,51,optimal,79.91656710394346,True,132,39,optimal,79.91656710394304,True,149,51,optimal,79.91656710394346,True
GCF_000259235.1,,89,100,76,55,80,81,75,81,0,0,optimal,13.70007896725519,True,76,21,optimal,14.812124494128932,True,55,9,optimal,12.276611704276094,True,80,23,optimal,13.162106610957588,True,81,23,optimal,13.162106610957588,True,75,17,optimal,13.162106610957576,True,81,23,optimal,13.162106610957588,True
GCF_000259255.1,,94,99,80,58,84,85,77,85,0,0,optimal,19.047836737181765,True,80,23,optimal,28.23410021855215,True,58,8,optimal,19.04783673718178,True,84,23,optimal,20.710794466075725,True,85,24,optimal,20.71079446607571,True,77,16,optimal,20.710794466075708,True,85,24,optimal,20.71079446607571,True
GCF_000259275.1,,93,99,79,57,83,84,76,84,0,0,optimal,19.447496620997473,True,79,22,optimal,21.889405965300913,True,57,8,optimal,18.03403744226854,True,83,22,optimal,19.517793396349784,True,84,23,optimal,19.517793396349784,True,76,15,optimal,19.517793396349777,True,84,23,optimal,19.517793396349784,True
